smiles,pACT
C#Cc1csc(-c2cc(O[C@H]3C[C@H]4C(=O)N(C)CCCC/C=C/[C@@H]5C[C@@]5(C(=O)NS(=O)(=O)C5(C)CC5)NC(=O)N4C3)c3ccc(OC)c(C)c3n2)n1,0.6815203145478376
C#Cc1csc(-c2cc(O[C@H]3C[C@H]4C(=O)N(C)CCCC/C=C/[C@@H]5C[C@@]5(C(=O)NS(=O)(=O)C5(C)CC5)NC(=O)N4C3)c3ccc(OC)c(Cl)c3n2)n1,0.6592398427260813
C#Cc1csc(-c2cc(O[C@H]3C[C@H]4C(=O)N(C)CCCC/C=C/[C@@H]5C[C@@]5(C(=O)NS(=O)(=O)C5CC5)NC(=O)N4C3)c3ccc(OC)c(C)c3n2)n1,0.6788990825688074
C#Cc1nc(NCCN2CCOCC2)c2nc(C)n(-c3ccc(OC)c(OC)c3)c2n1,0.1992136304062909
C/C(=C/c1cc(-c2ccc(OCc3cc(CN4CCC(O)CC4=O)ccc3-c3ccc(C#N)cc3)cc2)n(C2CCCCC2)n1)C(=O)O,0.3971166448230668
C/C(=C\CC[C@]1(C)[C@@H](C(=O)O)C[C@H]1[C@](C)(O)C(=O)O)C(=O)O,0.1730013106159895
C/C(=C\c1c[nH]c2cc(Br)ccc12)C(=O)Nc1ccc(C(C)(C)C)cc1,0.1992136304062909
C/C(=C\c1c[nH]c2cc(C(C)C)ccc12)C(=O)Nc1ccc(C(C)(C)C)cc1,0.3211009174311927
C/C(=C\c1c[nH]c2cc(C)ccc12)C(=O)Nc1ccc(C(C)(C)C)cc1,0.2595019659239842
C/C(=C\c1c[nH]c2ccc(C#N)cc12)C(=O)Nc1ccc(C(C)(C)C)cc1,0.3735255570117955
C/C(=C\c1c[nH]c2ccc(C#N)cc12)C(=O)Nc1ccc(C(C)C)cc1,0.1376146788990825
C/C(=C\c1c[nH]c2ccc(C)cc12)C(=O)Nc1ccc(C(C)(C)C)cc1,0.2346002621231979
C/C(=C\c1c[nH]c2ccc([N+](=O)[O-])cc12)C(=O)Nc1ccc(C(C)(C)C)cc1,0.2411533420707732
C/C(=C\c1c[nH]c2ccccc12)C(=O)NCCCn1ccnc1,0.1441677588466579
C/C(=C\c1c[nH]c2ccccc12)C(=O)NCCN(C)C,0.1074705111402359
C/C(=C\c1c[nH]c2ccccc12)C(=O)NCc1ccco1,0.2057667103538663
C/C(=C\c1c[nH]c2ccccc12)C(=O)Nc1ccc(C(C)(C)C)cc1,0.3001310615989515
C/C(=C\c1c[nH]c2ccccc12)C(=O)Nc1ccc(C(F)(F)F)cc1,0.1297509829619921
C/C(=C\c1cc(-c2ccc(OCc3cc(C(=O)N(C)C)ccc3-c3ccc(C#N)cc3)cc2)n(C2CCCCC2)n1)C(=O)O,0.3564875491480996
C/C(=C\c1cc(-c2ccc(OCc3cc(C(=O)N(C)C)ccc3-c3ccc(Cl)cc3)cc2)n(C2CCCCC2)n1)C(=O)O,0.3892529488859764
C/C(=C\c1cc(-c2ccc(OCc3cc(C(=O)N4CCC(O)CC4)ccc3-c3ccc(C#N)cc3)cc2)n(C2CCCCC2)n1)C(=O)O,0.4062909567496723
C/C(=C\c1cc(-c2ccc(OCc3cc(C(=O)N4CCC(O)CC4)ccc3-c3ccc(Cl)cc3)cc2)n(C2CCCCC2)n1)C(=O)O,0.3918741808650066
C/C(=C\c1cc(-c2ccc(OCc3cc(C(=O)NCCO)ccc3-c3ccc(Cl)cc3)cc2)n(C2CCCCC2)n1)C(=O)O,0.3433813892529489
C/C(=C\c1nn(C2CCCCC2)c(-c2ccc(OCc3cc(C(=O)N4CCC(O)CC4)ccc3-c3ccc(Cl)cc3)cc2)c1Br)C(=O)O,0.3695937090432504
C/C(=C\c1nn(CCC(C)C)c(=O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1O)C(F)(F)F,0.4613368283093053
C/C(=N\Nc1ncnc2ccccc12)C(=O)O,0.1939711664482306
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)(C)OCc2ccccc2)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,0.3958060288335517
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,0.6592398427260813
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CC#N)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,0.5281782437745741
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC#N)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,0.4757536041939711
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CCCCN(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,0.456094364351245
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CCCCN(CC)CC)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,0.4429882044560944
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CCCCN)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,0.3446920052424639
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CCCCNC(=O)C(C)(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,0.4495412844036697
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CCCN(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,0.456094364351245
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CCCN(CC)CC)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,0.4521625163826999
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CCCN)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,0.3079947575360419
