smiles,pACT
CC(=O)[C@]1(O)CC[C@@]2(O)[C@]1(C)[C@H](OC(=O)/C=C(\C)C(C)C)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)/C=C/c4ccccc4C)CC3=CC[C@]12O,5.14
CC(=O)[C@]1(O)CC[C@@]2(O)[C@]1(C)[C@H](OC(=O)/C=C(\C)C(C)C)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)/C=C/c4ccccc4Cl)CC3=CC[C@]12O,4.64
CC(=O)[C@]1(O)CC[C@@]2(O)[C@]1(C)[C@H](OC(=O)/C=C(\C)C(C)C)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)/C=C/c4ccccc4F)CC3=CC[C@]12O,5.12
CC(=O)[C@]1(O)CC[C@@]2(O)[C@]1(C)[C@H](OC(=O)/C=C(\C)C(C)C)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)/C=C/c4ccccc4[N+](=O)[O-])CC3=CC[C@]12O,4.66
CC(=O)[C@]1(O)CC[C@@]2(O)[C@]1(C)[C@H](OC(=O)/C=C(\C)C(C)C)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)/C=C/n4ccnc4)CC3=CC[C@]12O,5.13
CC(=O)[C@]1(O)CC[C@@]2(O)[C@]1(C)[C@H](OC(=O)/C=C(\C)C(C)C)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)C(C#N)=C(C)C)CC3=CC[C@]12O,4.51
CC(=O)[C@]1(O)CC[C@@]2(O)[C@]1(C)[C@H](OC(=O)/C=C(\C)C(C)C)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)CC#N)CC3=CC[C@]12O,5.13
CC(=O)[C@]1(O)CC[C@@]2(O)[C@]1(C)[C@H](OC(=O)/C=C(\C)C(C)C)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)CN(C)C)CC3=CC[C@]12O,4.86
CC(=O)[C@]1(O)CC[C@@]2(O)[C@]1(C)[C@H](OC(=O)/C=C(\C)C(C)C)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)COc4ccccc4)CC3=CC[C@]12O,4.39
CC(=O)[C@]1(O)CC[C@@]2(O)[C@]1(C)[C@H](OC(=O)/C=C(\C)C(C)C)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)Cc4ccncc4)CC3=CC[C@]12O,4.71
CC(=O)[C@]1(O)CC[C@@]2(O)[C@]1(C)[C@H](OC(=O)/C=C(\C)C(C)C)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)c4cc5ccccc5[nH]4)CC3=CC[C@]12O,5.44
CC(=O)[C@]1(O)CC[C@@]2(O)[C@]1(C)[C@H](OC(=O)/C=C(\C)C(C)C)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)c4ccc(Br)cn4)CC3=CC[C@]12O,4.9
CC(=O)[C@]1(O)CC[C@@]2(O)[C@]1(C)[C@H](OC(=O)/C=C(\C)C(C)C)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)c4ccc(F)nc4)CC3=CC[C@]12O,5.3
CC(=O)[C@]1(O)CC[C@@]2(O)[C@]1(C)[C@H](OC(=O)/C=C(\C)C(C)C)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)c4cccnc4)CC3=CC[C@]12O,5.39
CC(=O)[C@]1(O)CC[C@@]2(O)[C@]1(C)[C@H](OC(=O)/C=C(\C)C(C)C)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)c4cccnc4)CC3=CC[C@]12OC(=O)c1cccnc1,4.01
CC(=O)[C@]1(O)CC[C@@]2(O)[C@]1(C)[C@H](OC(=O)/C=C(\C)C(C)C)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)c4ccnn4C)CC3=CC[C@]12O,5.55
CC(=O)[C@]1(O)CC[C@@]2(O)[C@]1(C)[C@H](OC(=O)/C=C(\C)C(C)C)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)c4cnccn4)CC3=CC[C@]12O,4.32
CC(=O)[C@]1(OC(=O)c2cccnc2)CC[C@@]2(O)[C@]1(C)[C@H](OC(=O)/C=C(\C)C(C)C)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)c4cccnc4)CC3=CC[C@]12O,4.61
CC(=O)c1ccc(CSc2nc(Cc3cc(C)cc(C)c3)c(I)c(=O)[nH]2)cc1,4.92
CC(=O)c1ccc(O[C@@H]2O[C@H](COC(=O)/C=C/c3ccc(F)c(F)c3)[C@@H](O)[C@H](O)[C@H]2O)cc1,4.65
CC(=O)c1ccc(O[C@@H]2O[C@H](COC(=O)/C=C/c3ccc(F)cc3)[C@@H](O)[C@H](O)[C@H]2O)cc1,4.19
CC(=O)c1ccc(O[C@@H]2O[C@H](COC(=O)/C=C/c3ccc(O)c(O)c3)[C@@H](O)[C@H](O)[C@H]2O)cc1,5.1
CC(=O)c1ccc(O[C@@H]2O[C@H](COC(=O)/C=C/c3ccc4c(c3)OCO4)[C@@H](O)[C@H](O)[C@H]2O)cc1,4.13
CC(=O)c1ccc(O[C@@H]2O[C@H](COC(=O)/C=C/c3cccc(F)c3)[C@@H](O)[C@H](O)[C@H]2O)cc1,4.64
CC(=O)c1ccc(O[C@@H]2O[C@H](COC(=O)/C=C/c3ccccc3)[C@@H](O)[C@H](O)[C@H]2O)cc1,4.17
CC(=O)c1ccc(O[C@@H]2O[C@H](COC(=O)c3ccccc3)[C@@H](O)[C@H](O)[C@H]2O)cc1,4.03
CC(=O)c1ccc(O[C@@H]2O[C@H](COC(=O)c3cccs3)[C@@H](O)[C@H](O)[C@H]2O)cc1,4.5
CC(=O)c1ccc(O[C@@H]2O[C@H](CO[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)cc1,4.42
CC(=O)c1ccccc1C[C@@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1,4.95
CC(C(=O)OCCCOP(=O)(COCCn1cnc2c(N)ncnc21)OCCCSC(=O)[C@@H](N)C(C)C)c1cccc(C(=O)c2ccccc2)c1,4.57
CC(C(=O)OCCCOP(=O)(COCCn1cnc2c(N)ncnc21)OCCCSC(=O)[C@@H](N)Cc1ccccc1)c1ccc(-c2ccccc2)c(F)c1,4.31
CC(C(=O)OCCCOP(=O)(COCCn1cnc2c(N)ncnc21)OCCCSC(=O)[C@@H](N)Cc1ccccc1)c1cccc(C(=O)c2ccccc2)c1,4.53
CC(C(=O)OCCCOP(=O)(COCCn1cnc2c(N)ncnc21)OCCOC(=O)[C@@H](N)C(C)C)c1cccc(C(=O)c2ccccc2)c1,6.29
CC(C(=O)OCCCOP(=O)(COCCn1cnc2c(N)ncnc21)OCCOC(=O)[C@@H](N)Cc1ccccc1)c1ccc(-c2ccccc2)c(F)c1,5.48
CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,6.48
CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C.Cl,6.29
CC(C)(C)C(=O)OCOP(=S)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,5.84
CC(C)(C)NS(=O)(=O)c1cccc(C(=O)Nc2ccc(F)cc2)c1,5.64
CC(C)(C)OC(=O)Nc1ncc(C(Oc2ccc3cc(Br)ccc3c2)c2ccc(Cl)cc2)s1,5.64
CC(C)(C)[C@H](N)C(=O)OC1CCN(S(=O)(=O)c2cc(C(=O)Nc3cc(F)c(F)c(F)c3)ccc2F)CC1,6.25
CC(C)(C)[Si](CCc1c(N2CCCCC2)nc2ccc(Cl)cc2c1-c1ccccc1Cl)(c1ccccc1)c1ccccc1,5.17
CC(C)(C)[Si](CCc1c(N2CCNCC2)nc2ccc(Cl)cc2c1-c1ccccc1Cl)(c1ccccc1)c1ccccc1,4.73
CC(C)(C)[Si](CCc1c(Nn2nnc3ccccc32)nc2ccc(Cl)cc2c1-c1ccccc1Cl)(c1ccccc1)c1ccccc1,5.36
CC(C)(NP(=O)(OC[C@H]1C=C[C@@H](n2cnc3c(N)ncnc32)C1)Oc1ccccc1)C(=O)O,8.6
CC(C)(NS(=O)(=O)c1ccc(F)c(C(=O)Nc2ccc(F)c(F)c2)c1)c1ccccc1,5.17
CC(C)(O)CCC(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C[C@H](O)[C@@H](O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,4.5
CC(C)(O)[C@@H]1CC[C@]2(C)[C@H](C(=O)C=C3[C@@H]4C[C@@](C)(C(=O)O)CC[C@]4(C)CC[C@]32C)[C@@]1(C)CCC(=O)O,4.91
CC(C)=CCc1cc(-c2oc3cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2CO)cc(O)c1O,4.15
CC(C)C(=O)OCCc1c(-c2ccccc2Cl)c2cc(Cl)ccc2[nH]c1=O,4.43
CC(C)CCCCCCCCCCCCCCOCCCOP(=O)(O)CO[C@H](CO)Cn1cnc2c(N)ncnc21,7.23
CC(C)CCN(CCc1c[nH]c2ccccc12)CC(C)C,5.96
CC(C)CCN(CCc1c[nH]c2ccccc12)CCC(C)C,6.4
CC(C)CCN(CCc1c[nH]c2ccccc12)Cc1ccco1,5.28
CC(C)CCN(CCc1c[nH]c2ccccc12)Cc1cccs1,5.0
CC(C)CCOC(=O)C[C@H](NP(=O)(CO[C@H]1CO[C@@H](n2cnc3c(N)ncnc32)C1)Oc1ccccc1)C(=O)OCCC(C)C,8.22
CC(C)CCOC(=O)[C@H](Cc1ccc(OP(=O)(CO[C@H](C)Cn2cnc3c(N)ncnc32)N[C@@H](C)C(=O)OC(C)C)cc1)NC(=O)OCc1ccccc1,9.7
CC(C)CN(CCc1c[nH]c2ccccc12)CC(C)C,4.91
CC(C)COc1ccc(Sc2nc(N)nc3c2ncn3CCOCP(=O)(OCC(F)(F)F)OCC(F)(F)F)cc1,6.08
CC(C)C[C@@H](N)C(=O)OCCCOP(=O)(COCCn1cnc2c(N)ncnc21)OCCCOC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,5.01
CC(C)C[C@@H](N)C(=O)OCCCOP(=O)(COCCn1cnc2c(N)ncnc21)OCCCOC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,6.38
CC(C)C[C@H](N)C(=O)OC1CCN(S(=O)(=O)c2cc(C(=O)Nc3cc(F)c(F)c(F)c3)ccc2F)CC1,6.55
CC(C)C[C@H](N)C(=O)OCCCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCCCOC(=O)[C@@H](N)CC(C)C.Cl,5.38
CC(C)C[C@H](N)C(=O)OCCOP(=O)(COCCn1cnc2c(N)ncnc21)OCCOC(=O)[C@@H](N)CC(C)C.Cl,7.02
CC(C)C[C@H](N)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)[C@@H](N)CC(C)C.Cl,6.47
CC(C)C[C@H](N)C(=O)SCCCOP(=O)(COCCn1cnc2c(N)ncnc21)OCCCOC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,4.83
CC(C)C[C@H](N)C(=O)SCCOP(=O)(COCCn1cnc2c(N)ncnc21)OCCSC(=O)[C@@H](N)CC(C)C.Cl,6.68
CC(C)Cc1ccc(C(C)C(=O)OCCCOP(=O)(COCCn2cnc3c(N)ncnc32)OCCCSC(=O)[C@@H](N)C(C)C)cc1,4.64
CC(C)Cc1ccc(C(C)C(=O)OCCCOP(=O)(COCCn2cnc3c(N)ncnc32)OCCOC(=O)[C@@H](N)C(C)C)cc1,5.06
CC(C)Cc1nc(-c2cccc(F)c2)ncc1C(=O)O,5.01
CC(C)Cc1nc(-c2ccncc2)sc1C(=O)NCc1ccc(F)cc1,5.42
CC(C)Cc1nc(-c2nccs2)sc1C(=O)NCc1ccc(F)cc1,5.88
CC(C)Cc1sc(-c2nccs2)nc1C(=O)NCc1ccc(F)cc1,6.85
CC(C)Cc1sc(-c2nccs2)nc1C(=O)NCc1ccc(F)cc1F,5.57
CC(C)Cc1sc(-c2nccs2)nc1C(=O)Nc1ccc(F)cc1,5.66
CC(C)Cc1sc(-c2nccs2)nc1C(=O)O,4.22
CC(C)NS(=O)(=O)c1cccc(C(=O)Nc2ccc(F)c(C(C)C)c2)c1,5.55
CC(C)NS(=O)(=O)c1cccc(C(=O)Nc2ccc(F)c(C3CC3)c2)c1,6.04
CC(C)NS(=O)(=O)c1cccc(C(=O)Nc2ccc(F)c(F)c2)c1,6.4
CC(C)NS(=O)(=O)c1cccc(C(=O)Nc2ccc(F)cc2)c1,6.02
CC(C)OC(=O)C1=C(CN2CCOCC2)NC(c2nccs2)=NC1(C)c1ccc(F)cc1,5.21
CC(C)OC(=O)C1=C(CN2CCOC[C@H]2C(=O)O)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1Cl,7.77
CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C,6.06
CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C.O=C(O)/C=C/C(=O)O,7.86
CC(C)OC(=O)OCOP(=S)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C,5.94
CC(C)OC(=O)[C@@H](C)NP(=O)(OC[C@@H]1C=C[C@H](n2cnc3c(NC4CC4)nc(N)nc32)C1)Oc1ccccc1,6.26
CC(C)OC(=O)[C@H](C(C)C)N1CCCO[P@]1(=O)COCCn1cnc2c(N)ncnc21.O=C(O)/C=C/C(=O)O,5.24
CC(C)OC(=O)[C@H](C)NP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCc1ccc(C(F)(F)F)cc1,6.83
CC(C)OC(=O)[C@H](C)NP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCc1ccc(Cl)cc1,6.84
CC(C)OC(=O)[C@H](C)NP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCc1cccc(Cl)c1,7.33
CC(C)OC(=O)[C@H](C)NP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCc1cccc(F)c1,7.57
CC(C)OC(=O)[C@H](C)NP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCc1ccccc1Br,7.28
CC(C)OC(=O)[C@H](C)NP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCc1ccccc1F,7.54
CC(C)OC(=O)[C@H](C)NP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCc1ccccc1[N+](=O)[O-],7.11
CC(C)OC(=O)[C@H](C)NP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccc(C[C@@H](C(=O)CC2CCCC2)N(CCCc2ccccc2)Cc2ccccc2)cc1,8.89
CC(C)OC(=O)[C@H](C)NP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccc(C[C@@H](C(=O)OC2CCCC2)N(CCCc2ccccc2)Cc2ccccc2)cc1,8.92
CC(C)OC(=O)[C@H](C)NP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccc(C[C@H](NC(=O)OCc2ccccc2)C(=O)OC(C)C)cc1,8.38
CC(C)OC(=O)[C@H](C)NP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccc(C[C@H](NC(=O)OCc2ccccc2)C(=O)OC2CCCC2)cc1,9.15
CC(C)OC(=O)[C@H](C)NP(=O)(OC[C@H]1C=C[C@@H](n2cnc3c(N)ncnc32)C1)Oc1ccccc1,8.22
CC(C)OC(=O)[C@H](C)N[P@@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccc(C[C@H](NC(=O)CCc2ccccc2)C(=O)OC2CCCC2)cc1,8.85
CC(C)OC(=O)[C@H](C)N[P@@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccc(C[C@H](NC(=O)OCc2ccccc2)C(=O)CC2CCCC2)cc1,8.47
CC(C)OC(=O)[C@H](C)N[P@@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccc(C[C@H](NCCCc2ccccc2)C(=O)OC2CCCC2)cc1,8.4
CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccc(C[C@H](NC(=O)CCc2ccccc2)C(=O)OC2CCCC2)cc1,8.36
CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccc(C[C@H](NC(=O)OCc2ccccc2)C(=O)CC2CCCC2)cc1,8.55
CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccc(C[C@H](NCCCc2ccccc2)C(=O)OC2CCCC2)cc1,7.72
CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1,7.4
CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1.O=C(O)/C=C/C(=O)O,8.28
CC(C)Oc1ccc(Sc2nc(N)nc3c2ncn3CCOCP(=O)(OCC(F)(F)F)OCC(F)(F)F)cc1,6.54
CC(C)Oc1ccc2c(c1)C(=O)C(C1=C(O)C(=O)c3c(ccc4c3C=CC(C)(C)O4)C1=O)=C(C1=C(O)C(=O)c3c(ccc4c3C=CC(C)(C)O4)C1=O)C2=O,6.81
CC(C)S(=O)(=O)n1c(N)nc2cc(NC(=O)c3ccc(F)cc3)ccc21,5.43
CC(C)S(=O)(=O)n1c(N)nc2cc(NC(=O)c3ccccc3)ccc21,5.7
CC(C)S(=O)(=O)n1c(N)nc2ccc(NC(=O)c3c(F)cccc3F)cc21,6.16
CC(C)S(=O)(=O)n1c(N)nc2ccc(NC(=O)c3ccc(F)cc3)cc21,5.92
CC(C)S(=O)(=O)n1c(N)nc2ccc(NC(=O)c3ccccc3)cc21,4.47
CC(C)S(=O)(=O)n1c(N)nc2ccc(NC(=O)c3ccccc3Cl)cc21,6.09
CC(C)S(=O)(=O)n1c(N)nc2ccc(NC(=O)c3ccccc3F)cc21,6.03
CC(C)S(=O)(=O)n1c(N)nc2ccc(NS(=O)(=O)c3cccc([N+](=O)[O-])c3)cc21,4.98
CC(C)S(=O)(=O)n1c(N)nc2ccc(NS(=O)(=O)c3ccccc3)cc21,5.82
CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@]23C=C[C@]2(C[C@@H](O)CC[C@]12C)OO3,5.02
CC(C)[C@@H](N)C(=O)OCCCOP(=O)(COCCn1cnc2c(N)ncnc21)OCCCOC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,4.95
CC(C)[C@@H](N)C(=O)OCCCOP(=O)(COCCn1cnc2c(N)ncnc21)OCCCOC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,5.48
CC(C)[C@H](N)C(=O)OC1CCN(S(=O)(=O)c2cc(C(=O)Nc3cc(F)c(F)c(F)c3)ccc2F)CC1,6.47
CC(C)[C@H](N)C(=O)OCCOP(=O)(COCCn1cnc2c(N)ncnc21)OCCOC(=O)[C@@H](N)C(C)C.Cl,5.88
CC(C)[C@H](N)C(=O)OCCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCCOC(=O)[C@@H](N)C(C)C.Cl,5.58
CC(C)[C@H](N)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)[C@@H](N)C(C)C.Cl,6.52
CC(C)[C@H](N)C(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)[C@@H](N)C(C)C.Cl,6.15
CC(C)[C@H](N)C(=O)SCCCOP(=O)(COCCn1cnc2c(N)ncnc21)OCCCOC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,4.79
CC(C)[C@H](N)C(=O)SCCCOP(=O)(COCCn1cnc2c(N)ncnc21)OCCCOC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,4.01
CC(C)[C@H](N)C(=O)SCCOP(=O)(COCCn1cnc2c(N)ncnc21)OCCSC(=O)[C@@H](N)C(C)C.Cl,6.12
CC(C)c1cc(-c2ccc(F)nc2F)nn(Cc2ccc(Cl)cc2)c1=O,4.95
CC(C)c1ccc(C2CC(c3ccc(Cl)cc3)Nc3ncnn32)cc1,5.06
CC(C)c1ccc(O)c(=O)c(O)c1,5.3
CC(C)c1ccc(S(=O)(=O)n2c(CCN3C(=O)c4ccccc4C3=O)nc3cc(Cl)c(Cl)cc32)cc1,6.16
CC(C)c1ccc(Sc2nc(N)nc3c2ncn3CCOCP(=O)(OCC(F)(F)F)OCC(F)(F)F)cc1,6.01
CC(C)n1c(CCc2ccccn2)nc2ccccc21,5.07
CC(CO)(Cn1cnc2c(=O)[nH]c(N)nc21)OCP(=O)(O)O.CCN(CC)CC,6.85
CC(CO)(Cn1cnc2c(N)ncnc21)OCP(=O)(O)O.CCN(CC)CC,6.09
CC(Cn1cnc2c(Sc3ccc4c(c3)CCO4)nc(N)nc21)OCP(=O)(OCC(F)(F)F)OCC(F)(F)F,6.82
CC(NS(=O)(=O)c1ccc(F)c(C(=O)Nc2ccc(F)c(F)c2)c1)c1ccccc1,5.11
CC1(C(=O)O)CCN(c2ccc3c(=O)c4cccc(Cl)c4oc3c2)C1,5.76
CC1(C(=O)O)NC(c2ccc(Br)cc2)=Nc2c(Cl)cccc21,6.89
CC1(C)C=Cc2c(ccc3c2C(=O)C(O)=C(C2=C(C4=C(O)C(=O)c5c(ccc6c5C=CC(C)(C)O6)C4=O)C(=O)c4c(ccc5c4C=CC(C)(C)O5)C2=O)C3=O)O1,5.1
CC1(C)C=Cc2c(ccc3c2C(=O)C(O)=C(C2=C(C4=C(O)C(=O)c5c(ccc6c5C=CC(C)(C)O6)C4=O)C(=O)c4c(ccc5c4CCC(C)(C)O5)C2=O)C3=O)O1,8.05
CC1(C)C=Cc2c(ccc3c2C(=O)C(O)=C(C2=C(C4=C(O)C(=O)c5c(ccc6c5C=CC(C)(C)O6)C4=O)C(=O)c4ccccc4C2=O)C3=O)O1,5.0
CC1(C)C=Cc2c(ccc3c2C(=O)C=C(O)C3=O)O1,5.72
CC1(C)CC(=O)C2=C(C1)NC(c1cccnc1)=NC2c1ccc(F)cc1,4.6
CC1(C)CC(=O)C2=C(C1)NC(c1cccnc1)=NC2c1ccc(F)cc1Cl,6.36
CC1(C)CC(=O)C2=C(C1)NC(c1cccnc1)=NC2c1ccccc1,4.65
CC1(C)CC(=O)C2=C(C1)NC(c1cccnc1)=NC2c1ccccc1Cl,4.58
CC1(C)CC(=O)C2=C(C1)NC(c1ccncc1)=NC2c1ccc(F)cc1Cl,5.31
CC1(C)CC(=O)C2=C(C1)NC(c1cnccn1)=NC2c1ccc(F)cc1Cl,4.85
CC1(C)CC(=O)C2=C(C1)NC(c1ncc(F)cc1F)=NC2c1ccc(F)cc1Cl,5.98
CC1(C)CC(=O)C2=C(C1)NC(c1nccs1)=NC2c1ccc(F)cc1Cl,5.51
CC1(C)CC(=O)N(c2cnn3c2CN(C(=O)Nc2cc(F)c(F)c(F)c2)C(C2CC2)C3)C1,7.7
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CCC(=O)OC(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,6.85
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)OC(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,6.07
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(Br)(CC[C@@H]4[C@@]5(C)CCC(=O)OC(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,4.04
CC1(C)CCc2c(ccc3c2C(=O)C(O)=C(C2=C(C4=C(O)C(=O)c5c(ccc6c5CCC(C)(C)O6)C4=O)C(=O)c4c(ccc5c4CCC(C)(C)O5)C2=O)C3=O)O1,7.02
CC1(C)CCc2c(ccc3c2C(=O)C(O)=C(C2=C(C4=C(O)C(=O)c5c(ccc6c5CCC(C)(C)O6)C4=O)C(=O)c4ccccc4C2=O)C3=O)O1,5.41
CC1(C)CN(C(=O)Nc2cc(F)c(F)c(F)c2)Cc2c(N3CC(C#N)CC3=O)cnn21,7.42
CC1(C)CN(c2ccc3c(=O)c4cccc(Cl)c4oc3c2)CC1C(=O)O,4.9
CC1(C)Cc2cccc(C(=O)Nc3ccc(F)c(Cl)c3)c2O1,5.83
CC1(C)OC(=O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,4.09
CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,4.68
CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OC6CCC6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,4.05
CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCC(N)=O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,4.54
CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCC6CC6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,4.17
CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCCCBr)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,4.54
CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCCCCCCCCO)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,4.88
CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCCCCCCO)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,4.32
CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCCOc6ccccc6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,4.85
