smiles,pACT
CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCc6ccc(-n7cccn7)cc6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,4.62
CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCc6ccc(Br)cc6F)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,4.74
CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCc6ccc(C(F)(F)F)cc6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,5.27
CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCc6ccc(I)cc6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,5.24
CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCc6ccc(S(C)(=O)=O)cc6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,4.67
CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCc6ccc([N+](=O)[O-])cc6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,5.05
CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCc6cccc(F)c6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,4.71
CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCc6cccc7cccnc67)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,4.82
CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3CC=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,4.33
CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3CC=C4[C@@H]5C[C@@](C)(C(=O)OCC(N)=O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,4.19
CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C[C@H]4O[C@]45[C@@H]4C[C@@](C)(C(=O)O)CC[C@]4(C)CC[C@@]5(C)[C@]3(C)CC[C@@H]12,4.74
CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1,5.3
CC1(NS(=O)(=O)c2cccc(C(=O)Nc3ccc(F)cc3)c2)COC1,6.03
CC1(c2ccc(F)cc2)N=C(c2nccs2)NC(CN2CCOCC2)=C1C#N,5.57
CC1(c2ccc(F)cc2)N=C(c2nccs2)NC(CN2CCOCC2)=C1C(N)=O,4.21
CC1(c2ccc(F)cc2)N=C(c2nccs2)NC(CN2CCOCC2)=C1c1ncco1,5.7
CC1=C(Br)C(c2ccc(F)cc2Cl)N=C(c2ccccn2)N1,5.28
CC1=C(I)C(c2ccc(F)cc2Br)N=C(c2nccs2)N1,5.15
CC1=C(I)C(c2ccc(F)cc2Cl)N=C(c2ccccn2)N1,5.39
CC1CCN(Cc2nc(SCc3ccc(C#N)cc3)[nH]c(=O)c2I)CC1,5.58
CC1CN(C(=O)Nc2cc(F)c(F)c(F)c2)Cc2c(N3CC(C#N)CC3=O)cnn21,7.21
CC1CN2CC(C)O[Si](CCCNC(=O)CCC(=O)OCCOCn3cnc4c(=O)[nH]c(N)nc43)(O1)O[C@@H](C)C2,4.46
CC1Cc2cc(Br)ccc2-c2cc(=O)c(C(=O)O)cn21,5.32
CC1Cc2cc(N(C)C)ccc2-c2cc(=O)c(C(=O)O)cn21,6.24
CC1Cc2cc(N3CCCC3)ccc2-c2cc(=O)c(C(=O)O)cn21,7.09
CC1Cc2ccccc2-c2cc(=O)c(C(=O)O)cn21,4.28
CC1c2ccc(N3CCCC3)cc2Oc2c(Cl)cccc21,5.82
CCC(=O)CC1(O)CC(=O)c2c(C)cc(O)cc2O1,4.28
CCC(=O)Cc1cc(=O)c2c(C)cc(O)cc2o1,4.14
CCC(=O)Nc1ccc(C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc([N+](=O)[O-])cc2)C(=O)OC)cc1,5.36
CCC(=O)Nc1ccc(C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)OC)cc1,5.54
CCC(=O)OCCc1c(-c2ccccc2Cl)c2cc(Cl)ccc2[nH]c1=O,4.23
CCC(=O)O[C@@H](C[C@@H](C)C1=C2C[C@H](OC(=O)CC)[C@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]3(C)[C@@]2(C)CC1)[C@@H](OC(=O)CC)C(C)(C)OC(C)=O,4.07
CCC(=O)O[C@@H]1[C@@H](O)C[C@@H]2C(=CC[C@@H]3[C@@]2(C)C(=O)C[C@]2(C)[C@@H]([C@@](C)(O)C(=O)CCC(C)(C)OC(C)=O)[C@H](O)C[C@@]32C)C1(C)C,5.51
CCC(=O)O[C@H]1CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,4.35
CCC(=O)O[C@H]1C[C@@H]2C(=CC[C@@H]3[C@@]2(C)C(=O)C[C@]2(C)[C@@H]([C@@](C)(O)C(=O)CCC(C)(C)OC(C)=O)[C@H](O)C[C@@]32C)C(C)(C)[C@@H]1O,5.33
CCC(=O)O[C@H]1C[C@@H]2C(=CC[C@@H]3[C@@]2(C)C(=O)C[C@]2(C)[C@@H]([C@@](C)(O)C(=O)CCC(C)(C)OC(C)=O)[C@H](O)C[C@@]32C)C(C)(C)[C@@H]1OC(=O)CC,5.14
CCC(=O)O[C@H]1C[C@@H]2C(=CC[C@@H]3[C@@]2(C)C(=O)C[C@]2(C)[C@@H]([C@@](C)(O)C(=O)CCC(C)(C)OC(C)=O)[C@H](OC(C)=O)C[C@@]32C)C(C)(C)[C@@H]1OC(=O)CC,4.72
CCC(C)(C)c1c2c(c(O)c3ccc(=O)oc13)C(=O)CC(C)(C)O2,5.94
CCC(C)(C)c1c2c(c(O)c3ccc(=O)oc13)CCC(C)(C)O2,5.87
CCC(C)(C)c1c2c(c(OC)c3ccc(=O)oc13)C(=O)CC(C)(C)O2,5.27
CCC(C)(C)c1c2c(c(OC)c3ccc(=O)oc13)CCC(C)(C)O2,5.79
CCC(C)(C)c1cc2c(OC)c3c(c(C(C)(C)CC)c2oc1=O)OC(C)(C)CC3,5.18
CCC(C)CC(C)C(=O)OC1(C)C(=O)Cc2cc(O)c3c(c2C1=O)C[C@@H](O)C[C@H]3C,4.04
CCC(C)CC(C)C(=O)OC1(C)C(=O)c2c(cc(O)c3c2C[C@@H](O)C[C@H]3C)C(C)(O)C1=O,4.98
CCC(C)NS(=O)(=O)c1cc2c(c(C(=O)Nc3ccc(F)c(Cl)c3)c1)OCCO2,5.79
CCC(C)NS(=O)(=O)c1ccc(F)c(C(=O)NCc2ccc(F)c(F)c2)c1,7.0
CCC(C)NS(=O)(=O)c1ccc(F)c(C(=O)Nc2ccc(F)c(F)c2)c1,6.52
CCC(C)[C@@H](C(=O)OC)N1CCCOP1(=O)COCCn1cnc2c(N)ncnc21.O=C(O)/C=C/C(=O)O,5.66
CCC(C)[C@H](N)C(=O)OC1CCN(S(=O)(=O)c2cc(C(=O)Nc3cc(F)c(F)c(F)c3)ccc2F)CC1,6.42
CCC(CC)NS(=O)(=O)c1cccc(C(=O)Nc2ccc(F)cc2)c1,5.44
CCC(c1nnc(SCCN2CCN(c3ccccc3OC)CC2)o1)S(=O)(=O)c1ccccc1,5.79
CCC/N=C(\c1ccc(=O)n(CCC)c1)c1ccc(OC)cc1O,4.47
CCC1Cc2cc(C#N)c(OC)cc2-c2cc(=O)c(C(=O)O)cn21,6.48
CCC1Cc2cc(OC(C)C)c(OC)cc2-c2cc(=O)c(C(=O)O)cn21,7.05
CCC1Cc2cc(OC)c(C3CC3)cc2-c2cc(=O)c(C(=O)O)cn21,7.89
CCC1Cc2cc(OC)c(OC)cc2-c2cc(=O)c(C(=O)O)cn21,6.96
CCC1Cc2cc(OCC(C)C)c(OC)cc2-c2cc(=O)c(C(=O)O)cn21,7.89
CCC1Cc2cc(OCC(F)F)c(OC)cc2-c2cc(=O)c(C(=O)O)cn21,7.23
CCC1Cc2cc(OCC(N)=O)c(OC)cc2-c2cc(=O)c(C(=O)O)cn21,4.58
CCC1Cc2cc(OCC3CC3)c(OC)cc2-c2cc(=O)c(C(=O)O)cn21,7.82
CCC1Cc2cc(OCC3CCOCC3)c(OC)cc2-c2cc(=O)c(C(=O)O)cn21,7.55
CCC1Cc2cc(OCCC3CCCCC3)c(OC)cc2-c2cc(=O)c(C(=O)O)cn21,7.37
CCC1Cc2cc(OCCCO)c(OC)cc2-c2cc(=O)c(C(=O)O)cn21,6.7
CCC1Cc2cc(OCCCOC)c(OC)cc2-c2cc(=O)c(C(=O)O)cn21,7.72
CCC1Cc2cc(OCCN3CCCC3)c(OC)cc2-c2cc(=O)c(C(=O)O)cn21,5.51
CCC1Cc2cc(OCCN3CCCC3=O)c(OC)cc2-c2cc(=O)c(C(=O)O)cn21,6.75
CCC1Cc2cc(OCCN3CCOCC3)c(OC)cc2-c2cc(=O)c(C(=O)O)cn21,6.8
CCC1Cc2cc(OCCNC(C)=O)c(OC)cc2-c2cc(=O)c(C(=O)O)cn21,5.41
CCC1Cc2cc(OCCNS(C)(=O)=O)c(OC)cc2-c2cc(=O)c(C(=O)O)cn21,5.3
CCC1Cc2cc(OCCO)c(OC)cc2-c2cc(=O)c(C(=O)O)cn21,6.25
CCC1Cc2cc(OCCOC)c(OC)cc2-c2cc(=O)c(C(=O)O)cn21,7.19
CCC1Cc2cc(OCCOCCOC)c(OC)cc2-c2cc(=O)c(C(=O)O)cn21,6.66
CCC1Cc2cc(OCc3ccccc3)c(OC)cc2-c2cc(=O)c(C(=O)NC(C)CO)cn21,5.18
CCC1Cc2cc(OCc3ccccc3)c(OC)cc2-c2cc(=O)c(C(=O)NC(C)COC)cn21,6.28
CCC1Cc2cc(OCc3ccccc3)c(OC)cc2-c2cc(=O)c(C(=O)NC)cn21,4.72
CCC1Cc2cc(OCc3ccccc3)c(OC)cc2-c2cc(=O)c(C(=O)NCCO)cn21,4.37
CCC1Cc2cc(OCc3ccccc3)c(OC)cc2-c2cc(=O)c(C(=O)NCCOC)cn21,4.89
CCC1Cc2cc(OCc3ccccc3)c(OC)cc2-c2cc(=O)c(C(=O)NO)cn21,4.72
CCC1Cc2cc(OCc3ccccc3)c(OC)cc2-c2cc(=O)c(C(=O)NS(C)(=O)=O)cn21,6.01
CCC1Cc2cc(OCc3ccccc3)c(OC)cc2-c2cc(=O)c(C(=O)O)cn21,7.41
CCC1Cc2cc3c(cc2-c2cc(=O)c(C(=O)O)cn21)OCCCO3,5.71
CCC1Cc2cc3c(cc2-c2cc(=O)c(C(=O)O)cn21)OCCO3,6.17
CCCC(=O)Nc1nc(N)nc2c1ncn2[C@H]1CO[C@@H](COP(=O)(N[C@@H](C)C(=O)OCC)c2ccccc2)O1,5.48
CCCC(=O)OCCc1c(-c2ccccc2Cl)c2cc(Cl)ccc2[nH]c1=O,4.46
CCCC(=O)O[C@@H]1[C@@H](O)C[C@@H]2C(=CC[C@@H]3[C@@]2(C)C(=O)C[C@]2(C)[C@@H]([C@@](C)(O)C(=O)CCC(C)(C)OC(C)=O)[C@H](O)C[C@@]32C)C1(C)C,5.33
CCCC(=O)O[C@H]1CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,4.43
CCCC(=O)O[C@H]1C[C@@H]2C(=CC[C@@H]3[C@@]2(C)C(=O)C[C@]2(C)[C@@H]([C@@](C)(O)C(=O)CCC(C)(C)OC(C)=O)[C@H](O)C[C@@]32C)C(C)(C)[C@@H]1O,5.21
CCCC(=O)O[C@H]1C[C@@H]2C(=CC[C@@H]3[C@@]2(C)C(=O)C[C@]2(C)[C@@H]([C@@](C)(O)C(=O)CCC(C)(C)OC(C)=O)[C@H](OC(C)=O)C[C@@]32C)C(C)(C)[C@@H]1OC(=O)CCC,4.75
CCCC/N=C(\c1ccc(=O)n(CCCC)c1)c1ccc(OC)cc1O,6.92
CCCC1Cc2cc(OC)c(OC)cc2-c2cc(=O)c(C(=O)O)cn21,7.17
CCCCC(=O)OCCc1c(-c2ccccc2Cl)c2cc(Cl)ccc2[nH]c1=O,4.09
CCCCC/N=C(\c1ccc(=O)n(CCCCC)c1)c1ccc(OC)cc1O,5.3
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,5.48
CCCCCC(=O)Nc1nc(N)nc2c1ncn2[C@H]1CO[C@@H](COP(=O)(N[C@@H](C)C(=O)OCC)c2ccccc2)O1,5.89
CCCCCC(=O)OCc1c(CO)cc2ccc3c(c2c1-c1ccc2c(c1)OCO2)OCO3,5.72
CCCCCC(=O)OCc1cc2ccc3c(c2c(-c2ccc(OC)c(O)c2)c1CO)OCO3,5.71
CCCCCC(=O)OCc1cc2ccc3c(c2c(-c2ccc(OC)c(O)c2)c1COC(=O)CCCCC)OCO3,5.48
CCCCCC(=O)OCc1cc2ccc3c(c2c(-c2ccc4c(c2)OCO4)c1CO)OCO3,5.72
CCCCCCCC(=O)Nc1nc(N)nc2c1ncn2[C@H]1CO[C@@H](COP(=O)(N[C@@H](C)C(=O)OCC)c2ccccc2)O1,6.26
CCCCCCCC(=O)OCCc1c(-c2ccccc2Cl)c2cc(Cl)ccc2[nH]c1=O,4.4
CCCCCCCC/C=C\CCCCCCCC(=O)Nc1nc(N)nc2c1ncn2[C@H]1CO[C@@H](COP(=O)(N[C@@H](C)C(=O)OCC)c2ccccc2)O1,7.0
CCCCCCCCCC(=O)Nc1nc(N)nc2c1ncn2[C@H]1CO[C@@H](COP(=O)(N[C@@H](C)C(=O)OCC)c2ccccc2)O1,6.37
CCCCCCCCCCCC(=O)Nc1nc(N)nc2c1ncn2[C@H]1CO[C@@H](COP(=O)(N[C@@H](C)C(=O)OCC)c2ccccc2)O1,6.47
CCCCCCCCCCCCCC(=O)Nc1nc(N)nc2c1ncn2[C@H]1CO[C@@H](COP(=O)(N[C@@H](C)C(=O)OCC)c2ccccc2)O1,6.41
CCCCCCCCCCCCCCCC(=O)Nc1nc(N)nc2c1ncn2[C@H]1CO[C@@H](COP(=O)(N[C@@H](C)C(=O)OCC)c2ccccc2)O1,6.48
CCCCCCCCCCCCCCCCCCOCCOP(=O)(O)CO[C@H](CO)Cn1cnc2c(N)ncnc21,7.12
CCCCCCCCCCCCCCCCCCSSCCOP(=O)(O)CO[C@H](C)Cn1cnc2c(N)ncnc21.N,6.3
CCCCCCCCCCCCCCCCOCCCOP(=O)(O)CC/C=C\Cn1cc(C)c(=O)[nH]c1=O,5.7
CCCCCCCCCCCCCCCCOCCCOP(=O)(O)CC/C=C\Cn1ccc(N)nc1=O,5.47
CCCCCCCCCCCCCCCCOCCCOP(=O)(O)CC/C=C\Cn1cnc2c(=O)nc(N)[nH]c21,5.62
CCCCCCCCCCCCCCCCOCCCOP(=O)(O)CC/C=C\Cn1cnc2c(N)ncnc21,5.82
CCCCCCCCCCCCCCCCOCCCOP(=O)(O)CO[C@H](C)Cn1cnc2c(N)ncnc21,6.31
CCCCCCCCCCCCCCCCOCCCOP(=O)(O)CO[C@H](CO)Cn1cnc2c(N)ncnc21,6.73
CCCCCCCCCCCCCCCCSSCCCCCCOP(=O)(O)CO[C@H](C)Cn1cnc2c(N)ncnc21,5.98
CCCCCCCCCCCCCCCCSSCCCCOP(=O)(O)CO[C@H](C)Cn1cnc2c(N)ncnc21,6.61
CCCCCCCCCCCCCCCCSSCCOP(=O)(O)CO[C@H](C)Cn1cnc2c(N)ncnc21,7.7
CCCCCCCCCCCCCCCCSSCCOP(=O)(O)CO[C@H](C)Cn1cnc2c(N)ncnc21.N,7.7
CCCCCCCCCCCCCCCCSSCc1ccccc1COP(=O)(O)CO[C@H](C)Cn1cnc2c(N)ncnc21,6.82
CCCCCCCCCCCCCCCCSSc1ccccc1COP(=O)(O)CO[C@H](C)Cn1cnc2c(N)ncnc21,5.35
CCCCCCCCCCCCCCSSCCOP(=O)(O)CO[C@H](C)Cn1cnc2c(N)ncnc21.N,6.35
CCCCCCCCCCCCSSCCOP(=O)(O)CO[C@H](C)Cn1cnc2c(N)ncnc21.N,5.78
CCCCCCCCNc1nc(=O)c2c(nc(Br)n2Cc2ccccc2)c(=O)[nH]1,5.77
CCCCCCOC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,4.18
CCCCCCOC(=O)[C@H](Cc1ccc(OP(=O)(CO[C@H](C)Cn2cnc3c(N)ncnc32)N[C@@H](C)C(=O)OC(C)C)cc1)NC(=O)OCc1ccccc1,8.85
CCCCCOC(=O)C[C@H](NP(=O)(CO[C@@H](CF)COc1nccc(N)n1)Oc1ccccc1)C(=O)OCCCCC,5.68
CCCCCOC(=O)C[C@H](NP(=O)(CO[C@@H](CF)Cn1cc(C)c(=O)[nH]c1=O)Oc1ccccc1)C(=O)OCCCCC,4.33
CCCCCOC(=O)C[C@H](NP(=O)(CO[C@@H](CF)Cn1ccc(N)nc1=O)Oc1ccccc1)C(=O)OCCCCC,4.55
CCCCCOC(=O)C[C@H](NP(=O)(CO[C@@H](CF)Cn1cnc2c(=O)[nH]c(N)nc21)Oc1ccccc1)C(=O)OCCCCC,7.7
CCCCCOC(=O)C[C@H](NP(=O)(CO[C@@H](CF)Cn1cnc2c(N)ncnc21)Oc1ccccc1)C(=O)OCCCCC,5.97
CCCCCOC(=O)C[C@H](NP(=O)(CO[C@H](CF)Cn1cc(C)c(=O)[nH]c1=O)Oc1ccccc1)C(=O)OCCCCC,4.37
CCCCCOC(=O)C[C@H](NP(=O)(CO[C@H](CF)Cn1ccc(N)nc1=O)Oc1ccccc1)C(=O)OCCCCC,4.38
CCCCCOC(=O)C[C@H](NP(=O)(CO[C@H](CF)Cn1cnc2c(=O)[nH]c(N)nc21)Oc1ccccc1)C(=O)OCCCCC,6.89
CCCCCOC(=O)C[C@H](NP(=O)(CO[C@H](CF)Cn1cnc2c(N)ncnc21)Oc1ccccc1)C(=O)OCCCCC,8.0
CCCCCOC(=O)[C@@H](NP(=O)(CO[C@@H](CF)COc1ncc(F)c(N)n1)Oc1ccccc1)C(C)C,5.68
CCCCCOC(=O)[C@@H](NP(=O)(CO[C@@H](CF)COc1nccc(N)n1)Oc1ccccc1)C(C)C,5.68
CCCCCOc1nc(N)nc2c1ncn2/C=C1/C[C@@H]1CO,5.14
CCCCCn1cc(C(=O)c2ccc(OC)cc2O)ccc1=O,4.7
CCCCOc1cc2c(cc1OC)-c1cc(=O)c(C(=O)O)cn1C(CC)C2,7.75
CCCCOc1ccc(C[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)c2ccccc2)C(=O)[O-])cc1.[Na+],4.19
CCCCOc1ccc(Sc2nc(N)nc3c2ncn3CCOCP(=O)(OCC(F)(F)F)OCC(F)(F)F)cc1,6.0
CCCCc1ccc(S[C@H]2C[C@@H](C)[C@H]([C@H]3C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N3C)O2)cc1,6.58
CCCCn1cc(C(=O)c2ccc(OC)cc2O)ccc1=O,4.54
CCCN(CCc1c[nH]c2ccccc12)CCC(C)C,4.7
CCCNC(=O)c1cn2c(cc1=O)-c1cc(OC)c(OCc3ccccc3)cc1CC2CC,5.19
CCCOC(=O)C1=C(CN2CCOC[C@H]2C(=O)O)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1Cl,7.92
CCCOc1cc2c(cc1OC)-c1cc(=O)c(C(=O)O)cn1C(CC)C2,7.7
CCCOc1cc2c(cc1OC)CC(C)n1cc(C(=O)O)c(=O)cc1-2,5.7
CCCOc1ccc(Sc2nc(N)nc3c2ncn3CCOCP(=O)(OCC(F)(F)F)OCC(F)(F)F)cc1,6.06
CCCOc1cccc(S[C@H]2C[C@@H](C)[C@H]([C@H]3C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N3C)O2)c1,6.65
CCCOc1nc(N)nc2c1ncn2/C=C1/C[C@@H]1CO,5.39
CCCSc1nc(N)nc2c1ncn2/C=C1/C[C@@H]1CO,5.29
CCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O,6.29
CCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCO)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O,6.44
CCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCC(=O)O)C(=O)[C@@H](C)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O,6.35
CCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)CN(CC(C)C)C(=O)CN(C)C1=O,6.38
CCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)CN(C)C(=O)CN(C)C1=O,6.36
CCCc1cc2c(cc1OC)-c1cc(=O)c(C(=O)O)cn1C(CC)C2,6.43
CCCc1nc2cc(Cl)c(Cl)cc2n1C,5.41
CCCn1cc(C(=O)c2ccc(OC)cc2O)ccc1=O,4.48
CCN(CC)C(=O)C(=O)c1c(C)c(C(=O)Nc2ccc(F)c(F)c2)n(C)c1C,6.24
CCN(CC)CC.C[C@@](CO)(Cn1cnc2c(=O)[nH]c(N)nc21)OCP(=O)(O)O,7.37
CCN(CC)CC.C[C@](CO)(Cn1cnc2c(=O)[nH]c(N)nc21)OCP(=O)(O)O,6.47
CCN(CC)CC.Cc1cn(CC(C#N)(CO)OCP(=O)(O)O)c(=O)[nH]c1=O,6.48
CCN(CC)CC.N#CC(CO)(Cn1cnc2c(N)ncnc21)OCP(=O)(O)O,5.44
CCN(CC)CCOc1ccc2nc(SCc3ccccc3)n(Cc3ccccc3)c(=O)c2c1,6.18
CCN(CC)CCOc1ccc2nc(SCc3ccccc3)n(Cc3ccco3)c(=O)c2c1,6.2
CCN(CC)CCOc1ccc2nc(SCc3ccccc3OC)n(Cc3ccco3)c(=O)c2c1,6.11
CCN(CC)Cc1c(O)c(OC)cc2nc3c(cc12)CSc1cc(F)ccc1-3,5.62
CCN(CC)Cc1c(O)c(OC)cc2nc3c(cc12)CSc1ccc(C)cc1-3,5.7
CCN(CC)c1ccc2c(=O)c3cccc(Cl)c3oc2c1,5.78
CCNc1ccc2c(=O)c3cccc(Cl)c3oc2c1,6.77
CCNc1ccc2c(=O)c3cccc(F)c3oc2c1,6.21
CCOC(=O)C1=C(C)NC(c2c(F)cc(F)cc2F)=N[C@H]1c1ccc(F)cc1Cl,6.55
CCOC(=O)C1=C(C)NC(c2ncccc2F)=NC1c1ccc(F)cc1Cl,6.82
CCOC(=O)C1=C(C)NC(c2ncccc2F)=N[C@@H]1c1ccc(F)cc1Cl,6.82
CCOC(=O)C1=C(C)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1Cl,7.52
CCOC(=O)C1=C(CN(CCO)CCO)NC(c2c(F)cc(F)cc2F)=NC1c1ccc(F)cc1Cl,5.18
CCOC(=O)C1=C(CN)NC(c2nccs2)=NC1c1ccc(Cl)cc1Cl,7.55
CCOC(=O)C1=C(CN2CC(C)(C)OCC2C(=O)O)NC(c2nccs2)=NC1c1ccc(F)cc1Br,5.41
CCOC(=O)C1=C(CN2CC(C)(C)OC[C@H]2C(=O)O)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1Br,6.04
CCOC(=O)C1=C(CN2CC(F)(F)C[C@@H]2CCC(=O)O)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1Br,7.07
CCOC(=O)C1=C(CN2CC(F)(F)C[C@H]2C(=O)O)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1Br,8.3
CCOC(=O)C1=C(CN2CCC(C)CC2)NC(c2c(F)cc(F)cc2F)=NC1c1ccc(F)cc1Cl,5.02
CCOC(=O)C1=C(CN2CCCC2C(=O)O)NC(c2nccs2)=NC1c1ccc(F)cc1Br,5.41
CCOC(=O)C1=C(CN2CCCCC2)NC(c2c(F)cc(F)cc2F)=NC1c1ccc(F)cc1Cl,4.99
CCOC(=O)C1=C(CN2CCCCC2C(=O)O)NC(c2nccs2)=NC1c1ccc(F)cc1Br,5.4
CCOC(=O)C1=C(CN2CCN(C)CC2)NC(c2c(F)cc(F)cc2F)=NC1c1ccc(F)cc1Cl,5.12
CCOC(=O)C1=C(CN2CCN(CC)CC2)NC(c2c(F)cc(F)cc2F)=NC1c1ccc(F)cc1Cl,5.17
CCOC(=O)C1=C(CN2CCNC(=O)C2)NC(c2c(F)cc(F)cc2F)=NC1c1ccc(F)cc1Cl,5.24
CCOC(=O)C1=C(CN2CCOC(C(=O)O)C2)NC(c2nccs2)=NC1c1ccc(F)cc1Br,5.62
CCOC(=O)C1=C(CN2CCOC(CC(=O)O)C2)NC(c2nccs2)=NC1c1ccc(F)cc1Br,6.3
CCOC(=O)C1=C(CN2CCOC(CCC(=O)O)C2)NC(c2nccs2)=NC1c1ccc(F)cc1Br,7.14
CCOC(=O)C1=C(CN2CCOC(CO)C2)NC(c2nccs2)=NC1c1ccc(F)cc1Br,7.43
